NCBI_Accession	Directory_Name	Species	Common_Name
GCA_045783775.1	Larus_cachinnans__Caspian_gull__HLlarCach1__GCA_045783775.1	Larus cachinnans	Caspian gull
GCA_966204495.1	Larus_canus__Mew_gull__HLlarCanu1A__GCA_966204495.1	Larus canus	Mew gull
GCA_963932225.1	Larus_fuscus__Lesser_black-backed_gull__HLlarFus1__GCA_963932225.1	Larus fuscus	Lesser black-backed gull
GCA_965654385.1	Larus_glaucescens__Glaucous-winged_gull__HLlarGlau1A__GCA_965654385.1	Larus glaucescens	Glaucous-winged gull
GCA_965654215.1	Larus_hyperboreus__Glaucous_gull__HLlarHype1A__GCA_965654215.1	Larus hyperboreus	Glaucous gull
GCA_965649785.1	Larus_marinus__Great_black-backed_gull__HLlarMari1A__GCA_965649785.1	Larus marinus	Great black-backed gull
GCF_964199755.1	Larus_michahellis__Yellow-legged_gull__HLlarMich1__GCF_964199755.1	Larus michahellis	Yellow-legged gull
GCA_965654455.1	Larus_occidentalis__Western_gull__HLlarOcci1A__GCA_965654455.1	Larus occidentalis	Western gull
GCA_013400295.1	Larus_smithsonianus__American_herring_gull__HLlarSmi1__GCA_013400295.1	Larus smithsonianus	American herring gull
GCA_045787305.1	Larus_thayeri__Thayers_gull__HLlarThay1__GCA_045787305.1	Larus thayeri	Thayers gull
GCA_053573735.1	Leucophaeus_fuliginosus__Lava_gull__HLleuFuli1__GCA_053573735.1	Leucophaeus fuliginosus	Lava gull
GCA_045787705.1	Pagophila_eburnea__Ivory_gull__HLpagEbur1__GCA_045787705.1	Pagophila eburnea	Ivory gull
GCF_028500815.1	Rissa_tridactyla__black-legged_kittiwake__HLrisTri2__GCF_028500815.1	Rissa tridactyla	black-legged kittiwake
GCA_013400035.1	Rynchops_niger__black_skimmer__HLrynNig1__GCA_013400035.1	Rynchops niger	black skimmer
GCA_009819605.1	Sterna_hirundo__Common_tern__HLsteHir1__GCA_009819605.1	Sterna hirundo	Common tern
GCA_013398155.1	Pedionomus_torquatus__plains-wanderer__HLpedTor1__GCA_013398155.1	Pedionomus torquatus	plains-wanderer
GCA_003993805.1	Himantopus_himantopus_leucocephalus__black-winged_stilt__HLhimHim1__GCA_003993805.1	Himantopus himantopus leucocephalus	black-winged stilt
GCA_013400095.1	Himantopus_himantopus__black-winged_stilt__HLhimHim2__GCA_013400095.1	Himantopus himantopus	black-winged stilt
GCA_004023745.1	Recurvirostra_avosetta__Pied_Avocet__HLrecAvo1__GCA_004023745.1	Recurvirostra avosetta	Pied Avocet
GCA_013400055.1	Nycticryphes_semicollaris__South_American_painted-snipe__HLnycSem1__GCA_013400055.1	Nycticryphes semicollaris	South American painted-snipe
GCA_013399305.1	Rostratula_benghalensis__greater_painted-snipe__HLrosBen1__GCA_013399305.1	Rostratula benghalensis	greater painted-snipe
GCA_045788345.1	Actitis_hypoleucos__Common_sandpiper__HLactHypo1__GCA_045788345.1	Actitis hypoleucos	Common sandpiper
GCA_013399435.1	Arenaria_interpres__ruddy_turnstone__HLareInt1__GCA_013399435.1	Arenaria interpres	ruddy turnstone
GCA_045788245.1	Calidris_canutus__Red_knot__HLcalCanu1__GCA_045788245.1	Calidris canutus	Red knot
GCA_045787265.1	Calidris_fuscicollis__White-rumped_sandpiper__HLcalFusc1__GCA_045787265.1	Calidris fuscicollis	White-rumped sandpiper
GCA_045788275.1	Calidris_himantopus__Stilt_sandpiper__HLcalHima1__GCA_045788275.1	Calidris himantopus	Stilt sandpiper
GCA_045783535.1	Calidris_maritima__Purple_sandpiper__HLcalMari1__GCA_045783535.1	Calidris maritima	Purple sandpiper
GCA_045783155.1	Calidris_melanotos__Pectoral_sandpiper__HLcalMela1__GCA_045783155.1	Calidris melanotos	Pectoral sandpiper
GCA_001431845.1	Calidris_pugnax__ruff__HLcalPug1__GCA_001431845.1	Calidris pugnax	ruff
GCA_003697955.1	Calidris_pygmaea__Spoon-billed_sandpiper__HLcalPyg1__GCA_003697955.1	Calidris pygmaea	Spoon-billed sandpiper
GCA_045782775.1	Calidris_ruficollis__Rufous-necked_stint__HLcalRufi1__GCA_045782775.1	Calidris ruficollis	Rufous-necked stint
GCA_045781935.1	Calidris_temminckii__Temmincks_stint__HLcalTemm1__GCA_045781935.1	Calidris temminckii	Temmincks stint
GCA_964304605.1	Lymnocryptes_minimus__Jack_snipe__HLlymMini1__GCA_964304605.1	Lymnocryptes minimus	Jack snipe
GCA_964106895.1	Numenius_arquata__Eurasian_curlew__HLnumArq1A__GCA_964106895.1	Numenius arquata	Eurasian curlew
GCA_964304615.2	Scolopax_rusticola__Eurasian_woodcock__HLscoRust1__GCA_964304615.2	Scolopax rusticola	Eurasian woodcock
GCA_045787125.1	Tringa_erythropus__Spotted_redshank__HLtriEryt1__GCA_045787125.1	Tringa erythropus	Spotted redshank
GCA_045782655.1	Tringa_flavipes__Lesser_yellowlegs__HLtriFlav1__GCA_045782655.1	Tringa flavipes	Lesser yellowlegs
GCA_013396915.1	Stercorarius_parasiticus__Parasitic_jaeger__HLstePar1__GCA_013396915.1	Stercorarius parasiticus	Parasitic jaeger
GCA_013400935.1	Turnix_velox__Little_buttonquail__HLturVel1__GCA_013400935.1	Turnix velox	Little buttonquail
GCA_013398195.1	Caloenas_nicobarica__Nicobar_pigeon__HLcalNic1__GCA_013398195.1	Caloenas nicobarica	Nicobar pigeon
GCF_036013445.1	Caloenas_nicobarica__Nicobar_pigeon__HLcalNico2A__GCF_036013445.1	Caloenas nicobarica	Nicobar pigeon
GCA_032206185.1	Columba_guinea__Speckled_pigeon__HLcolGuin1__GCA_032206185.1	Columba guinea	Speckled pigeon
GCA_000337935.2	Columba_livia__rock_pigeon__HLcolLiv2__GCA_000337935.2	Columba livia	rock pigeon
GCF_036013475.1	Columba_livia__Rock_pigeon__HLcolLivi3__GCF_036013475.1	Columba livia	Rock pigeon
GCA_965250375.1	Columba_palumbus__common_wood_pigeon__HLcolPalu1__GCA_965250375.1	Columba palumbus	common wood pigeon
GCA_014362705.1	Columba_janthina_nitens__Japanese_wood-pigeon__HLcolJanNit1__GCA_014362705.1	Columba janthina nitens	Japanese wood-pigeon
GCA_013397635.1	Columbina_picui__picui_ground-dove__HLcolPic1__GCA_013397635.1	Columbina picui	picui ground-dove
GCA_963082525.1	Nesoenas_mayeri__Pink_pigeon__HLnesMay1__GCA_963082525.1	Nesoenas mayeri	Pink pigeon
GCA_053455885.1	Nesoenas_picturatus__Madagascar_turtle-dove__HLnesPict1__GCA_053455885.1	Nesoenas picturatus	Madagascar turtle-dove
GCA_013399365.1	Alopecoenas_beccarii__Western_bronze_ground-dove__HLaloBec1__GCA_013399365.1	Alopecoenas beccarii	Western bronze ground-dove
GCA_036971685.1	Patagioenas_fasciata__Band-tailed_pigeon__HLpatFas2__GCA_036971685.1	Patagioenas fasciata	Band-tailed pigeon
GCF_037038585.1	Patagioenas_fasciata__Band-tailed_pigeon__HLpatFasc3A__GCF_037038585.1	Patagioenas fasciata	Band-tailed pigeon
GCA_002029285.1	Patagioenas_fasciata_monilis__band-tailed_pigeon__HLpatFas1__GCA_002029285.1	Patagioenas fasciata monilis	band-tailed pigeon
GCA_964273445.1	Streptopelia_decaocto__Eurasian_collared-dove__HLstrDec1A__GCA_964273445.1	Streptopelia decaocto	Eurasian collared-dove
GCA_901699155.1	Streptopelia_turtur__European_turtle_dove__HLstrTur1__GCA_901699155.1	Streptopelia turtur	European turtle dove
GCF_000695765.1	Mesitornis_unicolor__brown_roatelo__mesUni1__GCF_000695765.1	Mesitornis unicolor	brown roatelo
GCA_013397535.1	Pterocles_burchelli__Burchells_sandgrouse__HLpteBur1__GCA_013397535.1	Pterocles burchelli	Burchells sandgrouse
GCA_009769525.1	Pterocles_gutturalis__yellow-throated_sandgrouse__HLpteGut1__GCA_009769525.1	Pterocles gutturalis	yellow-throated sandgrouse
GCA_011057875.1	Pterocles_orientalis__black-bellied_sandgrouse__HLpteOri1__GCA_011057875.1	Pterocles orientalis	black-bellied sandgrouse
GCA_013400195.1	Aramus_guarauna__limpkin__HLaraGua1__GCA_013400195.1	Aramus guarauna	limpkin
GCA_011004875.1	Balearica_regulorum_gibbericeps__East_African_grey_crowned-crane__HLbalRegGib2__GCA_011004875.1	Balearica regulorum gibbericeps	East African grey crowned-crane
GCA_013390085.1	Grus_americana__Whooping_crane__HLgruAme1__GCA_013390085.1	Grus americana	Whooping crane
GCF_028858705.1	Grus_americana__Whooping_crane__HLgruAmer2__GCF_028858705.1	Grus americana	Whooping crane
GCA_964106855.1	Grus_grus__Eurasian_crane__HLgruGru1A__GCA_964106855.1	Grus grus	Eurasian crane
GCA_045298695.1	Grus_japonensis__Red-crowned_crane__HLgruJapo1__GCA_045298695.1	Grus japonensis	Red-crowned crane
GCA_004360235.1	Grus_nigricollis__black-necked_crane__HLgruNig1__GCA_004360235.1	Grus nigricollis	black-necked crane
GCA_053455625.1	Leucogeranus_leucogeranus__Siberian_crane__HLleuLeuc1__GCA_053455625.1	Leucogeranus leucogeranus	Siberian crane
GCA_013399135.1	Heliornis_fulica__sungrebe__HLhelFul1__GCA_013399135.1	Heliornis fulica	sungrebe
GCA_013399095.1	Psophia_crepitans__common_trumpeter__HLpsoCre1__GCA_013399095.1	Psophia crepitans	common trumpeter
GCA_013372525.1	Fulica_atra__Eurasian_coot__HLfulAtr1__GCA_013372525.1	Fulica atra	Eurasian coot
GCA_964237585.1	Gallinula_chloropus__Common_moorhen__HLgalChl1A__GCA_964237585.1	Gallinula chloropus	Common moorhen
GCA_027925045.1	Hypotaenidia_okinawae__Okinawa_rail__HLhypOkin1__GCA_027925045.1	Hypotaenidia okinawae	Okinawa rail
GCA_046605145.1	Hypotaenidia_owstoni__Guam_rail__HLhypOwst1__GCA_046605145.1	Hypotaenidia owstoni	Guam rail
GCA_022605575.1	Laterallus_jamaicensis_coturniculus__California_black_rail__HLlatJamCot1__GCA_022605575.1	Laterallus jamaicensis coturniculus	California black rail
GCA_020800305.1	Porphyrio_hochstetteri__South_Island_takahe__HLporHoc1__GCA_020800305.1	Porphyrio hochstetteri	South Island takahe
GCA_965250365.1	Rallus_aquaticus__Water_rail__HLralAqua1__GCA_965250365.1	Rallus aquaticus	Water rail
GCA_022605955.1	Rallus_limicola__Virginia_rail__HLralLim1__GCA_022605955.1	Rallus limicola	Virginia rail
GCA_013400835.1	Zapornia_atra__Henderson_crake__HLzapAtr1__GCA_013400835.1	Zapornia atra	Henderson crake
GCA_045787165.1	Zapornia_parva__Little_crake__HLzapParv1__GCA_045787165.1	Zapornia parva	Little crake
GCA_009819775.1	Phoenicopterus_ruber_ruber__American_flamingo__HLphoRub1__GCA_009819775.1	Phoenicopterus ruber ruber	American flamingo
GCA_013399565.1	Podilymbus_podiceps__Pied_billed_grebe__HLpodPod1__GCA_013399565.1	Podilymbus podiceps	Pied billed grebe
GCA_030867145.1	Opisthocomus_hoazin__Hoatzin__HLopiHoaz2A__GCA_030867145.1	Opisthocomus hoazin	Hoatzin
GCF_000692075.1	Opisthocomus_hoazin__hoatzin__opiHoa1__GCF_000692075.1	Opisthocomus hoazin	hoatzin
GCA_013400815.1	Centropus_bengalensis__lesser_coucal__HLcenBen1__GCA_013400815.1	Centropus bengalensis	lesser coucal
GCA_013397695.1	Centropus_unirufus__Rufous_coucal__HLcenUni1__GCA_013397695.1	Centropus unirufus	Rufous coucal
GCA_033558105.1	Coccyzus_lansbergi__Gray_capped_cuckoo__HLcocLan1__GCA_033558105.1	Coccyzus lansbergi	Gray capped cuckoo
GCA_013389865.1	Piaya_cayana__squirrel_cuckoo__HLpiaCay1__GCA_013389865.1	Piaya cayana	squirrel cuckoo
GCA_013397455.1	Crotophaga_sulcirostris__groove-billed_ani__HLcroSul1__GCA_013397455.1	Crotophaga sulcirostris	groove-billed ani
GCA_013398935.1	Ceuthmochares_aereus__Blue_malkoha__HLceuAer1__GCA_013398935.1	Ceuthmochares aereus	Blue malkoha
GCA_033459285.1	Clamator_glandarius__Great_spotted_cuckoo__HLclaGla1__GCA_033459285.1	Clamator glandarius	Great spotted cuckoo
GCA_017976375.1	Cuculus_canorus__common_cuckoo__HLcucCan2__GCA_017976375.1	Cuculus canorus	common cuckoo
GCA_032191515.2	Phaenicophaeus_curvirostris__chestnut-breasted_malkoha___HLphaCur1__GCA_032191515.2	Phaenicophaeus curvirostris	chestnut-breasted malkoha 
GCA_033558185.1	Dromococcyx_pavoninus__Pavonine_cuckoo__HLdroPav1__GCA_033558185.1	Dromococcyx pavoninus	Pavonine cuckoo
GCA_033558185.1	Dromococcyx_pavoninus__Pavonine_cuckoo__HLdroPavo1__GCA_033558185.1	Dromococcyx pavoninus	Pavonine cuckoo
GCA_013389885.1	Geococcyx_californianus__greater_roadrunner__HLgeoCal1__GCA_013389885.1	Geococcyx californianus	greater roadrunner,roadrunner
GCA_033558235.1	Neomorphus_geoffroyi__Rufous_vented_ground_cuckoo__HLneoGeo1__GCA_033558235.1	Neomorphus geoffroyi	Rufous vented ground cuckoo
GCA_033556795.1	Tapera_naevia__Striped_cuckoo__HLtapNae1__GCA_033556795.1	Tapera naevia	Striped cuckoo
GCA_013399495.1	Corythaixoides_concolor__grey_go-away-bird__HLcorCon1__GCA_013399495.1	Corythaixoides concolor	grey go-away-bird
GCA_009769465.1	Tauraco_erythrolophus__red-crested_turaco__HLtauEry1__GCA_009769465.1	Tauraco erythrolophus	red-crested turaco
GCA_013396375.1	Ardeotis_kori__Kori_bustard__HLardKor1__GCA_013396375.1	Ardeotis kori	Kori bustard
GCA_036417535.1	Chlamydotis_macqueenii__Macqueens_bustard__HLchlMacq2__GCA_036417535.1	Chlamydotis macqueenii	Macqueens bustard
GCA_003400225.2	Chlamydotis_undulata_undulata__Houbara_bustard__HLchlUndUnd1__GCA_003400225.2	Chlamydotis undulata undulata	Houbara bustard
GCA_013396455.1	Lophotis_ruficrista__Red_crested_korhaan__HLlopRuf1__GCA_013396455.1	Lophotis ruficrista	Red crested korhaan
GCA_026413225.1	Otis_tarda__Great_bustard__HLotiTar1__GCA_026413225.1	Otis tarda	Great bustard
GCA_009806455.1	Tetrax_tetrax__Little_bustard__HLtetTet1__GCA_009806455.1	Tetrax tetrax	Little bustard
GCF_000690775.1	Eurypyga_helias__sunbittern__eurHel1__GCF_000690775.1	Eurypyga helias	sunbittern
GCA_013398095.1	Rhynochetos_jubatus__kagu__HLrhyJub1__GCA_013398095.1	Rhynochetos jubatus	kagu
GCA_027574665.1	Rhynochetos_jubatus__Kagu__HLrhyJuba2__GCA_027574665.1	Rhynochetos jubatus	Kagu
GCA_964289735.1	Phaethon_aethereus__red-billed_tropicbird__HLphaAet1A__GCA_964289735.1	Phaethon aethereus	red-billed tropicbird
GCF_000687285.1	Phaethon_lepturus__White-tailed_tropicbird__phaLep1__GCF_000687285.1	Phaethon lepturus	White-tailed tropicbird
https://www.biorxiv.org/content/10.1101/2024.08.30.610474v1	Apus_apus__common_swift__HLapuApu1	Apus apus	common swift
GCA_045787225.1	Apus_caffer__White-rumped_swift__HLapuCaff1__GCA_045787225.1	Apus caffer	White-rumped swift
GCF_000747805.1	Chaetura_pelagica__chimney_swift__HLchaPel1__GCF_000747805.1	Chaetura pelagica	chimney swift
GCA_013396855.1	Hemiprocne_comata__whiskered_treeswift__HLhemCom1__GCA_013396855.1	Hemiprocne comata	whiskered treeswift
GCA_020745705.1	Hemiprocne_comata__Whiskered_treeswift__HLhemCom2__GCA_020745705.1	Hemiprocne comata	Whiskered treeswift
GCA_023079485.1	Archilochus_colubris__Ruby_throated_hummingbird__HLarcCol1__GCA_023079485.1	Archilochus colubris	Ruby throated hummingbird
GCA_003957555.1	Calypte_anna__Annas_hummingbird__HLcalAnn5__GCA_003957555.1	Calypte anna	Annas hummingbird
GCA_054051245.1	Chalcostigma_stanleyi__Blue-mantled_thornbill__HLchaStan1A__GCA_054051245.1	Chalcostigma stanleyi	Blue-mantled thornbill
GCA_038090715.1	Florisuga_fusca__black_jacobin__HLfloFus1__GCA_038090715.1	Florisuga fusca	black jacobin
GCF_036169615.1	Heliangelus_exortis__tourmaline_sunangel__HLhelExor1A__GCF_036169615.1	Heliangelus exortis	tourmaline sunangel
GCA_013400995.1	Oreotrochilus_melanogaster__black-breasted_hillstar__HLoreMel1__GCA_013400995.1	Oreotrochilus melanogaster	black-breasted hillstar
GCA_023637945.1	Phaethornis_superciliosus__long-tailed_hermit__HLphaSup1__GCA_023637945.1	Phaethornis superciliosus	long-tailed hermit
GCA_054372455.1	Selasphorus_platycercus__Broad-tailed_hummingbird__HLselPlat1__GCA_054372455.1	Selasphorus platycercus	Broad-tailed hummingbird
GCA_043774175.1	Selasphorus_sasin__Allens_hummingbird__HLselSasi1__GCA_043774175.1	Selasphorus sasin	Allens hummingbird
GCA_039906565.1	Aegotheles_albertisi__Mountain_owlet-nightjar__HLaegAlbe1A__GCA_039906565.1	Aegotheles albertisi	Mountain owlet-nightjar
GCA_013398125.1	Aegotheles_bennettii__Bennetts_owlet_nightjar__HLaegBen1__GCA_013398125.1	Aegotheles bennettii	Bennetts owlet nightjar
GCF_000700745.1	Antrostomus_carolinensis__Chuck-wills-widow__capCar1__GCF_000700745.1	Antrostomus carolinensis	Chuck-wills-widow
GCA_907165065.1	Caprimulgus_europaeus__Eurasian_nightjar__HLcapEur1__GCA_907165065.1	Caprimulgus europaeus	Eurasian nightjar
GCA_013399635.1	Chordeiles_acutipennis__lesser_nighthawk__HLchoAcu1__GCA_013399635.1	Chordeiles acutipennis	lesser nighthawk
GCA_013399395.1	Nyctiprogne_leucopyga__Band-tailed_nighthawk__HLnycLeu1__GCA_013399395.1	Nyctiprogne leucopyga	Band-tailed nighthawk
GCA_013399755.1	Podargus_strigoides__tawny_frogmouth__HLpodStr1__GCA_013399755.1	Podargus strigoides	tawny frogmouth
GCA_028020825.1	Podargus_strigoides__Tawny_frogmouth__HLpodStri2__GCA_028020825.1	Podargus strigoides	Tawny frogmouth
GCA_054099775.1	Steatornis_caripensis__Oilbird__HLsteCari4A__GCA_054099775.1	Steatornis caripensis	Oilbird
GCA_013396595.1	Nyctibius_bracteatus__Rufous_potoo__HLnycBra1__GCA_013396595.1	Nyctibius bracteatus	Rufous potoo
GCA_013368605.1	Nyctibius_grandis__Great_potoo__HLnycGra1__GCA_013368605.1	Nyctibius grandis	Great potoo
GCA_024222105.1	Accipiter_cooperii__Coopers_hawk__HLaccCoo1__GCA_024222105.1	Accipiter cooperii	Coopers hawk
GCA_046127185.1	Accipiter_gularis__Japanese_sparrowhawk__HLaccGula1__GCA_046127185.1	Accipiter gularis	Japanese sparrowhawk
GCA_024363185.1	Accipiter_hiogaster__Variable_goshawk__HLaccHio1__GCA_024363185.1	Accipiter hiogaster	Variable goshawk
GCA_027497775.1	Accipiter_melanochlamys__Black-mantled_goshawk__HLaccMela1__GCA_027497775.1	Accipiter melanochlamys	Black-mantled goshawk
GCA_024363155.1	Aquila_nipalensis__steppe_eagle__HLaquNip1__GCA_024363155.1	Aquila nipalensis	steppe eagle
GCA_900496995.3	Aquila_chrysaetos_chrysaetos__golden_eagle__HLaquChrChr3__GCA_900496995.3	Aquila chrysaetos chrysaetos	golden eagle
GCA_929443795.1	Accipiter_gentilis__Northern_goshawk__HLaccGen2__GCA_929443795.1	Accipiter gentilis	Northern goshawk
GCA_929443795.2	Astur_gentilis__Northern_goshawk__HLastGent1__GCA_929443795.2	Astur gentilis	Northern goshawk
GCA_964188355.1	Buteo_buteo__Common_buzzard__HLbutBut1A__GCA_964188355.1	Buteo buteo	Common buzzard
GCA_010312235.1	Buteo_japonicus__Eastern_buzzard__HLbutJap1__GCA_010312235.1	Buteo japonicus	Eastern buzzard
GCA_037951015.2	Buteo_regalis__Ferruginous_hawk__HLbutRega1__GCA_037951015.2	Buteo regalis	Ferruginous hawk
GCA_045784765.1	Buteo_rufinus__Long-legged_buzzard__HLbutRufi1__GCA_045784765.1	Buteo rufinus	Long-legged buzzard
GCA_013399555.1	Circaetus_pectoralis__black-chested_snake-eagle__HLcirPec1__GCA_013399555.1	Circaetus pectoralis	black-chested snake-eagle
GCA_045784585.1	Circus_aeruginosus__Western_marsh_harrier__HLcirAeru1__GCA_045784585.1	Circus aeruginosus	Western marsh harrier
GCA_045785005.1	Circus_cyaneus__Hen_harrier__HLcirCyan1__GCA_045785005.1	Circus cyaneus	Hen harrier
GCA_028022735.1	Gypaetus_barbatus__Lammergeier__HLgypBarb1__GCA_028022735.1	Gypaetus barbatus	Lammergeier
GCA_041146915.1	Gyps_africanus__White-backed_vulture__HLgypAfri1__GCA_041146915.1	Gyps africanus	White-backed vulture
GCA_021398385.1	Gyps_himalayensis__Himalayan_griffon__HLgypHim1__GCA_021398385.1	Gyps himalayensis	Himalayan griffon
GCA_013398555.1	Haliaeetus_albicilla__white-tailed_eagle__HLhalAlb2__GCA_013398555.1	Haliaeetus albicilla	white-tailed eagle
GCF_947461875.1	Haliaeetus_albicilla__White-tailed_eagle__HLhalAlbi3__GCF_947461875.1	Haliaeetus albicilla	White-tailed eagle
GCA_014363185.1	Haliaeetus_pelagicus__Stellers_sea-eagle__HLhalPel1__GCA_014363185.1	Haliaeetus pelagicus	Stellers sea-eagle
GCF_000737465.1	Haliaeetus_leucocephalus__bald_eagle__halLeu1__GCF_000737465.1	Haliaeetus leucocephalus	bald eagle
GCF_026419915.1	Harpia_harpyja__Harpy_eagle__HLharHarp1__GCF_026419915.1	Harpia harpyja	Harpy eagle
GCA_045345515.1	Morphnus_guianensis__Crested_eagle__HLmorGuia1__GCA_045345515.1	Morphnus guianensis	Crested eagle
GCA_037953605.1	Necrosyrtes_monachus__Hooded_vulture__HLnecMona1__GCA_037953605.1	Necrosyrtes monachus	Hooded vulture
GCA_012487455.1	Nisaetus_nipalensis__mountain_hawk-eagle__HLnisNip1__GCA_012487455.1	Nisaetus nipalensis	mountain hawk-eagle
GCA_025311615.1	Parabuteo_unicinctus__Harris_hawk__HLparUnic1__GCA_025311615.1	Parabuteo unicinctus	Harris hawk
GCA_040869245.1	Sarcogyps_calvus__Red-headed_vulture__HLsarCalv1__GCA_040869245.1	Sarcogyps calvus	Red-headed vulture
GCA_013399215.1	Spizaetus_tyrannus__black_hawk-eagle__HLspiTyr1__GCA_013399215.1	Spizaetus tyrannus	black hawk-eagle
DNA Zoo Consortium	Gymnogyps_californianus__California_condor__HLgymCal1	Gymnogyps californianus	California condor
GCA_037962945.1	Sarcoramphus_papa__King_vulture__HLsarPapa1A__GCA_037962945.1	Sarcoramphus papa	King vulture
GCA_013399415.1	Sagittarius_serpentarius__Secretarybird__HLsagSer1__GCA_013399415.1	Sagittarius serpentarius	Secretarybird
GCA_009819825.1	Cariama_cristata__Red-legged_seriema__HLcarCri1__GCA_009819825.1	Cariama cristata	Red-legged seriema
GCA_013396505.1	Chunga_burmeisteri__Black-legged_seriema__HLchuBur1__GCA_013396505.1	Chunga burmeisteri	Black-legged seriema
GCA_023638135.1	Falco_biarmicus__lanner_falcon__HLfalBia1__GCA_023638135.1	Falco biarmicus	lanner falcon
GCA_023634085.1	Falco_cherrug__Saker_falcon__HLfalChe2__GCA_023634085.1	Falco cherrug	Saker falcon
GCA_045787805.1	Falco_eleonorae__Eleonoras_falcon__HLfalEleo1__GCA_045787805.1	Falco eleonorae	Eleonoras falcon
GCF_017639655.2	Falco_naumanni__lesser_kestrel__HLfalNau1__GCF_017639655.2	Falco naumanni	lesser kestrel
GCA_024432695.1	Falco_pelegrinoides__Barbary_falcon__HLfalPel1__GCA_024432695.1	Falco pelegrinoides	Barbary falcon
